game_idx,game_length,positions_analyzed,avg_illegal_prob,max_illegal_prob,failure_count,failure_rate
781,60,56,0.009788179798317044,0.17165952065996692,2,0.03571428571428571
782,60,56,0.007430446588862806,0.09710501523586854,4,0.07142857142857142
783,60,56,0.0038410294691427977,0.04834889484527346,0,0.0
784,60,56,0.001797195192011366,0.033856856968661045,0,0.0
785,60,56,0.0015935997764700005,0.016585786251187777,0,0.0
786,60,56,0.004114195093229881,0.046132338688540206,0,0.0
787,60,56,0.0032331055951143007,0.060353843112138046,1,0.017857142857142856
788,60,56,0.0025538326362953656,0.020195184786715347,0,0.0
789,60,56,0.005109847658884799,0.10527012625621146,2,0.03571428571428571
790,60,56,0.0026048638316457083,0.021434549900098316,0,0.0
791,60,56,0.0033750862336648932,0.02656064197813172,0,0.0
792,60,56,0.00643891649225787,0.1235985867326361,1,0.017857142857142856
793,60,56,0.005963163679608676,0.11275196404200472,1,0.017857142857142856
794,60,56,0.0028940383603151356,0.04891427328716441,0,0.0
795,60,56,0.003682510124572525,0.05038343763784696,1,0.017857142857142856
796,60,56,0.007369635390388435,0.08723031759998955,2,0.03571428571428571
797,60,56,0.005798074895067527,0.1415000624795045,2,0.03571428571428571
798,60,56,0.003201732652497875,0.033428708119892486,0,0.0
799,60,56,0.003233380760286386,0.04228031701220192,0,0.0
800,60,56,0.006987813358286596,0.11753877336890363,3,0.05357142857142857
801,60,56,0.0019211268257007317,0.03678671665149852,0,0.0
802,60,56,0.0050406554806849534,0.11175181839084414,2,0.03571428571428571
803,60,56,0.004978567884828032,0.04671796736742382,0,0.0
804,60,56,0.00403278842500814,0.07189899851562212,1,0.017857142857142856
805,60,56,0.018277498371649287,0.34451645240851947,5,0.08928571428571429
806,60,56,0.00915116601965318,0.16186320835513654,3,0.05357142857142857
807,60,56,0.004658587247114916,0.07585723381309797,1,0.017857142857142856
808,60,56,0.004261555245779645,0.07910029383453487,1,0.017857142857142856
809,60,56,0.004376283800506404,0.14787954694202068,1,0.017857142857142856
810,60,56,0.005883783894371321,0.18326961219951263,1,0.017857142857142856
811,60,56,0.003951760226602265,0.07278703172081846,1,0.017857142857142856
812,60,56,0.002370597531021428,0.014241366297246958,0,0.0
813,60,56,0.006163009794543343,0.07671874089068452,2,0.03571428571428571
814,60,56,0.004482213589427115,0.06862855375850252,1,0.017857142857142856
815,60,56,0.004278492087863101,0.05552951409457007,1,0.017857142857142856
816,60,56,0.002165822735483915,0.06842899221328312,1,0.017857142857142856
817,60,56,0.010059269460530143,0.1609209110587737,3,0.05357142857142857
818,60,56,0.004878200419644556,0.0346293086358046,0,0.0
819,60,56,0.00447321744565213,0.04660954817811112,0,0.0
820,60,56,0.001297414609229256,0.012280583049462172,0,0.0
821,60,56,0.0015003006133430315,0.018704670508459333,0,0.0
822,60,56,0.010376146916609938,0.16916598614116515,3,0.05357142857142857
823,60,56,0.010627017676903864,0.23972064717234676,3,0.05357142857142857
824,60,56,0.005593078468387511,0.1403032877176877,2,0.03571428571428571
825,60,56,0.00924880942284744,0.3350973427681695,2,0.03571428571428571
826,60,56,0.017751399721425812,0.25067267353196215,6,0.10714285714285714
827,60,56,0.006288865662443563,0.16126107232943385,1,0.017857142857142856
828,60,56,0.0033258317048271385,0.11435476356092673,1,0.017857142857142856
829,60,56,0.010653601768419525,0.2543371868918758,2,0.03571428571428571
830,60,56,0.0029786997520006514,0.0460487109191837,0,0.0
831,60,56,0.0026893803467046393,0.05657896683897232,1,0.017857142857142856
